target,rx_filter,feature_set,num_rows,positive_ratio,model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",majority_baseline,597,0.40033500837520936,majority,0.5994017094017094,0.03543593248150126,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_geometry,597,0.40033500837520936,logistic,0.5111111111111111,0.056464781987875155,0.5352340642797027,0.04236877426908437,0.43305909734871484,0.06767176908764681,0.6343496335926374,0.06785446943467828,0.5090367260226754,0.046206475016059956
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_geometry,597,0.40033500837520936,rf,0.6431623931623932,0.014459987591368224,0.6251438208640685,0.017370121011210923,0.5579151729632013,0.04147766148274954,0.5288519170780734,0.03834926586765972,0.5413546035114902,0.024918149553057337
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_geometry,597,0.40033500837520936,svm,0.5328632478632478,0.05930654000848899,0.5371362101572427,0.03025909269867068,0.4423957693360504,0.059046911206112176,0.5388218143103505,0.1047439776073507,0.47673013455191676,0.0429802010576047
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_geometry_material,597,0.40033500837520936,logistic,0.5311111111111112,0.06109595771720675,0.5241456989404336,0.04071019459630954,0.4336038500506586,0.06536589850570187,0.46131829793687673,0.101090364909885,0.43652955013767575,0.04801197322527173
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_geometry_material,597,0.40033500837520936,rf,0.6616239316239316,0.020145663577454242,0.6457180113589597,0.023752776466226654,0.5822615212399265,0.0576227587632238,0.557916173293886,0.04288770701436226,0.5676047490521174,0.03482894752016073
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_geometry_material,597,0.40033500837520936,svm,0.5311111111111112,0.057825834715063355,0.53286614589692,0.024768126163885303,0.4414829471440414,0.056121840577614844,0.5086331350650675,0.10341716455926203,0.4613603238866396,0.012027538105029536
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_geometry_semantic,597,0.40033500837520936,logistic,0.5311111111111112,0.06109595771720675,0.5246572078918402,0.04066600794240603,0.434036750483559,0.06549585887712092,0.4652398665643277,0.09790069992425864,0.4390196463459383,0.046806709623604496
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_geometry_semantic,597,0.40033500837520936,rf,0.6599572649572649,0.027082892914371156,0.6424205961619545,0.03425980127572747,0.5790654013615841,0.06328503740067172,0.5487942636604675,0.06422445808641065,0.5614012024162829,0.05286565353199394
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_geometry_semantic,597,0.40033500837520936,svm,0.5328632478632478,0.06046614405324187,0.5359150931214209,0.030410179417181615,0.4440003455927825,0.06078880222133114,0.5205281309633448,0.09912880780107271,0.4687189410177027,0.023965115683308245
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_full_object_aware,597,0.40033500837520936,logistic,0.5914529914529915,0.04199661167190181,0.5965597734066801,0.04027901773522548,0.49452827873880506,0.0575482476752616,0.6132103486324975,0.04568697907272218,0.5452596049456588,0.04202081043336292
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_full_object_aware,597,0.40033500837520936,rf,0.67508547008547,0.048031336411993565,0.6593339892372103,0.05035207167759493,0.600866701907405,0.06856379262608783,0.5688241938424438,0.07803672593889358,0.5817468402188266,0.06301867418445802
y_path_change,"rx_panda_base,rx_ur5_base,rx_nao_chest",compact_full_object_aware,597,0.40033500837520936,svm,0.5915811965811966,0.03318386387510716,0.6000942092638486,0.03032428308288628,0.4936536570424465,0.06421180193848983,0.6392042066333454,0.03847363177841625,0.5552415512667352,0.04801310570666909
