frame_id,source_sample_index,rx_id,label,baseline_value,actor_value,baseline_num_paths,actor_num_paths,baseline_delay_spread,actor_delay_spread,baseline_rx_power_dbm,actor_rx_power_dbm,baseline_delta_num_paths,actor_delta_num_paths,baseline_delta_delay_spread,actor_delta_delay_spread,baseline_delta_rx_power_db,actor_delta_rx_power_db
1,257,rx_nao_chest,y_path_change,0,1,24,22,5.130942337672195e-08,5.130942337672195e-08,-41.397069812820206,-41.40593594485887,0,2,0.0,0.0,4.2567830860207323e-07,0.000983304900628923
1,257,rx_ur5_base,y_path_change,0,1,19,15,5.3594881865848265e-08,5.3594881865848265e-08,-31.621409167313168,-31.626861813368485,0,-4,0.0,0.0,0.0,-0.0054526460553177
100,25698,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.721895053922594,0,-1,0.0,0.0,0.0,-0.0012711672822263154
102,26212,rx_human_chest,y_path_change,0,1,23,24,5.952561688005176e-08,5.952561688005176e-08,-36.48995112633139,-36.489940674733376,0,1,0.0,0.0,0.0,1.072664041146254e-05
103,26469,rx_human_chest,y_path_change,0,1,23,23,5.952561688005176e-08,5.952561688005176e-08,-36.48995112633139,-36.48995140137379,0,-1,0.0,0.0,0.0,-1.072664041146254e-05
103,26469,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.72062342912375,-44.72062342912375,0,1,0.0,0.0,0.0,0.001272082449460754
109,28011,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.721895053922594,0,-1,0.0,0.0,9.150332118679216e-07,-0.0012716247988464602
110,28268,rx_x500_body,y_path_change,1,0,22,22,5.742073128089942e-08,5.742073128089942e-08,-44.72189459627204,-44.721895969223866,-1,0,0.0,0.0,-0.0012716246648807328,-9.153012712204145e-07
111,28525,rx_nao_chest,y_path_change,0,1,24,23,5.130942337672195e-08,5.130942337672195e-08,-41.397070238498515,-41.39991938655777,0,-1,0.0,0.0,-4.2567830860207323e-07,-0.002849148059254958
112,28782,rx_panda_base,y_path_change,0,1,24,23,5.526913593456584e-08,5.526913593456584e-08,-47.42154683130971,-47.422168495113766,0,2,0.0,0.0,4.2605849159826903e-07,0.133332953554401
113,29039,rx_nao_chest,y_path_change,0,1,24,19,5.130942337672195e-08,5.130942337672195e-08,-41.397070238498515,-41.415311349428634,0,-4,0.0,0.0,-4.2567830860207323e-07,-0.015392388828516346
113,29039,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.72189459627204,0,-1,0.0,0.0,4.575165917231061e-07,-0.0012716246648807328
114,29296,rx_nao_chest,y_path_change,0,1,24,16,5.130942337672195e-08,4.0688618696549383e-08,-41.397070238498515,-56.15149817467206,0,-3,0.0,-1.0620804680172569e-08,0.0,-14.736186825243422
