frame_id,source_sample_index,rx_id,label,baseline_value,actor_value,baseline_num_paths,actor_num_paths,baseline_delay_spread,actor_delay_spread,baseline_rx_power_dbm,actor_rx_power_dbm,baseline_delta_num_paths,actor_delta_num_paths,baseline_delta_delay_spread,actor_delta_delay_spread,baseline_delta_rx_power_db,actor_delta_rx_power_db
114,29296,rx_panda_base,y_path_change,0,1,24,24,5.526913593456584e-08,5.526913593456584e-08,-47.417532659854984,-47.417533085519864,0,1,0.0,-8.881784197001252e-16,0.004014171454727489,0.004635835713386882
114,29296,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.72062342912375,0,1,0.0,0.0,0.0,0.0012711671482890097
115,29553,rx_cerberus_base,y_path_change,0,1,18,17,4.148822796423701e-08,3.903675604988166e-08,-44.411208955631295,-44.416161256205854,0,-1,0.0,-2.451471914355352e-09,8.521095935520862e-07,-0.004951874519775856
115,29553,rx_nao_chest,y_path_change,0,1,24,24,5.130942337672195e-08,5.130942337672195e-08,-41.397069387141954,-41.397070238498515,0,8,0.0,1.0620804680172569e-08,8.513565603607276e-07,14.754427936173542
116,29810,rx_nao_chest,y_path_change,0,1,24,23,5.130942337672195e-08,5.130942337672195e-08,-41.397070238498515,-41.39990277423999,0,-1,0.0,0.0,-8.513565603607276e-07,-0.0028325357414757946
117,30067,rx_cerberus_base,y_path_change,0,1,18,18,4.148822796423701e-08,4.148822796423701e-08,-44.411208955631295,-44.411208955631295,0,1,0.0,2.451471914355352e-09,0.0,0.004952727115451694
117,30067,rx_panda_base,y_path_change,0,1,28,26,5.526913593456584e-08,5.526913593456584e-08,-47.396503878656716,-47.409493336996775,0,-1,0.0,0.0,4.2360876761904365e-07,-0.004499671447902642
118,30324,rx_nao_chest,y_path_change,0,1,24,24,5.130942337672195e-08,5.130942337672195e-08,-41.397069812820206,-41.397069812820206,0,1,0.0,0.0,4.2567830860207323e-07,0.0028329614197843966
119,30581,rx_panda_base,y_path_change,0,1,29,29,5.526913593456584e-08,5.526913593456584e-08,-47.395829969441024,-47.39583039298407,0,1,0.0,0.0,4.2354304241598584e-07,0.004490182598729575
122,31352,rx_nao_chest,y_path_change,0,1,23,21,5.130942337672195e-08,5.130942337672195e-08,-41.39998115086068,-41.4269206939496,0,-2,0.0,0.0,0.00483226422996097,-0.022107705296889435
124,31866,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.72062342912375,-44.79447796420398,0,-1,0.0,0.0,0.0,-0.07385499259682149
125,32123,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.72062388664037,-44.72062342912375,0,1,0.0,0.0,-4.5751662014481553e-07,0.07385453508022977
130,33408,rx_nao_chest,y_path_change,0,1,24,21,5.130942337672195e-08,5.130942337672195e-08,-41.397069812820206,-41.42449498635267,0,-1,0.0,0.0,0.0,-0.0005041679892912043
130,33408,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.72062388664037,-44.79447796420398,0,-1,0.0,0.0,0.0,-0.07385499259682149
132,33922,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.72062388664037,-44.72062388664037,0,1,0.0,0.0,-4.5751662014481553e-07,0.07385454292712268
133,34179,rx_nao_chest,y_path_change,0,1,23,21,5.130942337672195e-08,5.130942337672195e-08,-41.39998115086068,-41.4269202653354,0,1,0.0,0.0,4.259637478298828e-07,0.0005045082002652634
136,34950,rx_nao_chest,y_path_change,0,1,25,24,5.130942337672195e-08,5.130942337672195e-08,-41.387945625173685,-41.413203578912785,0,1,0.0,0.0,-2.973484170354368e-05,0.0015760303788567853
138,35464,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.72062342912375,-44.72533199650195,0,-1,0.0,0.0,0.0,-0.004708567378202133
139,35721,rx_nao_chest,y_path_change,0,1,19,19,5.130942337672195e-08,5.130942337672195e-08,-41.43359591595069,-41.43359548667718,0,1,0.0,0.0,-8.585469828403802e-07,0.000382070207095353
139,35721,rx_x500_body,y_path_change,0,1,23,21,5.742073128089942e-08,5.742073128089942e-08,-44.72062388664037,-44.79641384239186,0,-1,0.0,0.0,-4.5751662014481553e-07,-0.07108184588990696
140,35978,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.72252574222553,0,1,0.0,0.0,9.150332118679216e-07,0.07388810016632874
141,36235,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.72062342912375,0,1,0.0,0.0,0.0,0.0019023131017803507
145,37263,rx_panda_base,y_path_change,0,1,19,19,5.749156439804892e-08,5.749156439804892e-08,-35.46664217579671,-35.46664217579671,0,1,0.0,0.0,4.3460903498271364e-07,0.00331515866987786
147,37777,rx_nao_chest,y_path_change,0,1,24,23,5.130942337672195e-08,5.130942337672195e-08,-41.397069812820206,-41.399903200196064,0,-1,0.0,0.0,-4.2567825175865437e-07,-0.002832961697549763
148,38034,rx_nao_chest,y_path_change,0,1,24,24,5.130942337672195e-08,5.130942337672195e-08,-41.397070238498515,-41.39887378633007,0,1,0.0,0.0,-4.2567830860207323e-07,0.0010294138659929786
149,38291,rx_nao_chest,y_path_change,0,1,24,23,5.130942337672195e-08,5.130942337672195e-08,-41.397069812820206,-41.399903200196064,0,-1,0.0,0.0,4.2567830860207323e-07,-0.0010294138659929786
15,3855,rx_cerberus_base,y_path_change,0,1,18,19,4.148822796423701e-08,4.148822796423701e-08,-44.41120938168608,-44.40885606665418,0,1,0.0,0.0,0.0,0.002353315031896841
152,39062,rx_cerberus_base,y_path_change,0,1,18,17,4.148822796423701e-08,4.148822796423701e-08,-44.411208955631295,-44.41339474041706,0,-1,0.0,0.0,4.2605478256518836e-07,-0.0021853587309834666
153,39319,rx_cerberus_base,y_path_change,0,1,18,18,4.148822796423701e-08,4.148822796423701e-08,-44.41120938168608,-44.41120938168608,0,1,0.0,0.0,-4.2605478256518836e-07,0.0021853587309834666
155,39833,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.72182366101765,0,-1,0.0,0.0,9.150332118679216e-07,-0.00120068941049567
158,40604,rx_panda_base,y_path_change,0,1,24,23,5.749156439804892e-08,5.749156439804892e-08,-35.464666892517315,-35.46554188517912,0,-1,0.0,0.0,-4.344113619936252e-07,-0.0008749926618065729
158,40604,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.720622971607156,0,1,0.0,0.0,0.0,0.0012002317674557617
159,40861,rx_panda_base,y_path_change,0,1,24,24,5.749156439804892e-08,5.749156439804892e-08,-35.46466645810595,-35.464666892517315,0,1,0.0,0.0,4.344113619936252e-07,0.0008749926618065729
16,4112,rx_cerberus_base,y_path_change,0,1,18,18,4.148822796423701e-08,4.148822796423701e-08,-44.41120938168608,-44.41120938168608,0,-1,0.0,0.0,0.0,-0.002353315031896841
164,42146,rx_ur5_base,y_path_change,0,1,18,19,5.3594881865848265e-08,5.3594881865848265e-08,-31.62340377753609,-31.623273908099364,0,1,0.0,0.0,0.0,0.00012951067602529065
165,42403,rx_ur5_base,y_path_change,0,1,18,18,5.3594881865848265e-08,5.3594881865848265e-08,-31.62340377753609,-31.62340341877539,0,-1,0.0,0.0,0.0,-0.00012951067602529065
177,45486,rx_ur5_base,y_path_change,0,1,18,17,5.3594881865848265e-08,5.3594881865848265e-08,-31.62340377753609,-31.62358029139449,0,-1,0.0,0.0,-3.587607011468208e-07,-0.00017687261910026564
177,45486,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.72062342912375,-44.72182320337461,0,-1,0.0,0.0,0.0,-0.0012002317674557617
178,45743,rx_ur5_base,y_path_change,0,1,18,18,5.3594881865848265e-08,5.3594881865848265e-08,-31.62340341877539,-31.62340377753609,0,1,0.0,0.0,3.587607011468208e-07,0.00017651385839911882
178,45743,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.72062388664037,-44.72062388664037,0,1,0.0,0.0,-4.5751662014481553e-07,0.0011993167342438937
179,46000,rx_x500_body,y_path_change,0,1,23,24,5.742073128089942e-08,5.742073128089942e-08,-44.72062388664037,-44.653314934950515,0,1,0.0,0.0,0.0,0.06730895168985285
180,46257,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.72062342912375,-44.720622971607156,0,-1,0.0,0.0,4.5751662014481553e-07,-0.06730803665664098
182,46771,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.72182366101765,0,-1,0.0,0.0,4.575165917231061e-07,-0.001200231893903947
183,47028,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.72062342912375,-44.72062342912375,0,1,0.0,0.0,-4.575165917231061e-07,0.001200231893903947
184,47285,rx_human_chest,y_path_change,0,1,21,20,5.8150951165458764e-08,5.8150951165458764e-08,-36.49714283492739,-36.497147518399615,0,-1,0.0,0.0,-2.754982233454939e-07,-5.234468645198831e-06
185,47542,rx_human_chest,y_path_change,0,1,21,21,5.8150951165458764e-08,5.8150951165458764e-08,-36.49714228393097,-36.497142559429165,0,1,0.0,0.0,5.509964182692784e-07,4.9589704502750465e-06
198,50883,rx_cerberus_base,y_path_change,0,1,18,19,4.148822796423701e-08,4.148822796423701e-08,-44.411208955631295,-44.40750173173326,0,1,0.0,0.0,0.0,0.0037076499528154727
199,51140,rx_cerberus_base,y_path_change,0,1,18,18,4.148822796423701e-08,4.148822796423701e-08,-44.41120938168608,-44.411208955631295,0,-1,0.0,0.0,-4.2605478256518836e-07,-0.0037072238980329075
2,514,rx_nao_chest,y_path_change,0,1,24,23,5.130942337672195e-08,5.130942337672195e-08,-41.397070238498515,-41.39756064761876,0,1,0.0,0.0,-4.2567830860207323e-07,0.008375297240107216
2,514,rx_ur5_base,y_path_change,0,1,19,17,5.3594881865848265e-08,5.3594881865848265e-08,-31.621409167313168,-31.622803253621477,0,2,0.0,0.0,0.0,0.004058559747008417
3,771,rx_nao_chest,y_path_change,0,1,24,24,5.130942337672195e-08,5.130942337672195e-08,-41.397070238498515,-41.397070238498515,0,1,0.0,0.0,0.0,0.0004904091202462268
3,771,rx_ur5_base,y_path_change,0,1,19,19,5.3594881865848265e-08,5.3594881865848265e-08,-31.621409167313168,-31.621409167313168,0,2,0.0,0.0,0.0,0.0013940863083092836
30,7710,rx_cerberus_base,y_path_change,0,1,18,17,4.148822796423701e-08,4.148822796423701e-08,-44.411208955631295,-44.41809007571236,0,-1,0.0,0.0,4.2605478256518836e-07,-0.006881120081061454
30,7710,rx_ur5_base,y_path_change,0,1,29,29,5.8000129588009486e-08,5.8000129588009486e-08,-30.876490594613124,-30.876490594613124,0,1,0.0,0.0,-8.427787000186981e-05,0.000309939136819537
33,8481,rx_cerberus_base,y_path_change,0,1,18,18,4.148822796423701e-08,4.148822796423701e-08,-44.41120938168608,-44.411208955631295,0,1,0.0,0.0,0.0,0.006881120081061454
34,8737,rx_panda_base,y_path_change,0,1,31,30,5.749156439804892e-08,5.749156439804892e-08,-35.22231143794808,-35.22278720898235,0,-1,0.0,0.0,0.0,-0.00047536020095151343
35,8994,rx_cerberus_base,y_path_change,0,1,18,17,4.148822796423701e-08,4.148822796423701e-08,-44.411208955631295,-44.41339474041706,0,-1,0.0,0.0,4.2605478256518836e-07,-0.0021849326761724797
38,9765,rx_panda_base,y_path_change,0,1,31,31,5.749156439804892e-08,5.749156439804892e-08,-35.22231143794808,-35.2223118487814,0,1,0.0,0.0,-4.1083329449520534e-07,0.00047536020095151343
46,11821,rx_nao_chest,y_path_change,0,1,24,25,5.130942337672195e-08,5.130942337672195e-08,-41.397070238498515,-41.393627865468375,0,1,0.0,0.0,0.0,0.0034423730301398336
47,12078,rx_nao_chest,y_path_change,0,1,24,24,5.130942337672195e-08,5.130942337672195e-08,-41.397070238498515,-41.397070238498515,0,-1,0.0,0.0,0.0,-0.0034423730301398336
49,12592,rx_cerberus_base,y_path_change,0,1,18,16,4.148822796423701e-08,4.148822796423701e-08,-44.411208955631295,-44.41977598776519,0,-1,0.0,0.0,4.2605478256518836e-07,-0.006381247348130614
50,12849,rx_nao_chest,y_path_change,0,1,24,23,5.130942337672195e-08,5.130942337672195e-08,-41.397069812820206,-41.39991938655777,0,-1,0.0,0.0,0.0,-0.002849148059254958
52,13363,rx_cerberus_base,y_path_change,0,1,18,14,4.148822796423701e-08,4.007502063529955e-08,-44.411208955631295,-55.23909801882144,0,-2,0.0,0.0,0.0,-0.01524355067355998
53,13620,rx_cerberus_base,y_path_change,0,1,18,15,4.148822796423701e-08,4.148822796423701e-08,-44.41120938168608,-44.5956981071585,0,1,0.0,1.4132073289374603e-09,-4.2605478256518836e-07,10.64339991166294
54,13877,rx_cerberus_base,y_path_change,0,1,18,17,4.148822796423701e-08,4.148822796423701e-08,-44.411208955631295,-44.41245363991166,0,2,0.0,0.0,4.2605478256518836e-07,0.18324446724683696
54,13877,rx_ur5_base,y_path_change,0,1,30,29,5.8000129588009486e-08,5.8000129588009486e-08,-29.646175414714747,-29.64618770257936,0,-1,0.0,0.0,-0.11422609138897144,-0.11423837925358526
56,14391,rx_ur5_base,y_path_change,0,1,30,30,5.8000129588009486e-08,5.8000129588009486e-08,-28.882658346105423,-28.882657964371887,0,1,0.0,0.0,-0.00017673903784043432,0.0007852968404691296
58,14905,rx_cerberus_base,y_path_change,0,1,18,15,4.148822796423701e-08,3.480371546515926e-08,-44.411208955631295,-44.418570600663855,0,-2,0.0,-4.233040584722403e-09,4.2605478256518836e-07,-0.0024089179171085107
59,15162,rx_cerberus_base,y_path_change,0,1,18,18,4.148822796423701e-08,4.148822796423701e-08,-44.41120938168608,-44.41120938168608,0,3,0.0,6.684512499077755e-09,-4.2605478256518836e-07,0.007361218977777639
59,15162,rx_nao_chest,y_path_change,0,1,22,22,5.130942337672195e-08,5.130942337672195e-08,-41.40772952378627,-41.407729950510685,0,1,0.0,0.0,4.267244122502234e-07,0.002855725150098465
59,15162,rx_panda_base,y_path_change,0,1,29,28,5.749156439804892e-08,5.749156439804892e-08,-35.46322358335199,-35.46323270296932,0,-1,0.0,0.0,8.685341583714035e-07,-8.25108317314971e-06
60,15419,rx_panda_base,y_path_change,0,1,29,29,5.749156439804892e-08,5.749156439804892e-08,-35.46322445188615,-35.46322401761904,0,1,0.0,0.0,-8.685341583714035e-07,8.68535028075712e-06
61,15676,rx_panda_base,y_path_change,1,0,30,29,5.749156439804892e-08,5.749156439804892e-08,-35.461270255296455,-35.46127806859515,1,0,0.0,0.0,0.0019541965896934244,0.0019459490238915578
62,15933,rx_ur5_base,y_path_change,0,1,26,25,5.8000129588009486e-08,5.8000129588009486e-08,-29.95183606143584,-29.951991340529617,0,-1,0.0,0.0,0.0,-0.00015527909377510696
63,16190,rx_panda_base,y_path_change,0,1,32,32,5.846988937463493e-08,5.846988937463493e-08,-35.45757093546091,-35.113871944009716,0,4,0.0,0.0,0.0,0.3498137240506054
68,17475,rx_panda_base,y_path_change,0,1,26,26,5.749156439804892e-08,5.749156439804892e-08,-35.46770492484282,-35.46770492484282,0,1,0.0,0.0,4.347153890194022e-07,0.0018796812750849767
73,18760,rx_panda_base,y_path_change,0,1,25,22,5.749156439804892e-08,5.749156439804892e-08,-35.46472162869638,-35.47036010840819,0,-3,0.0,0.0,4.344168758052547e-07,-0.005638479711805644
74,19017,rx_nao_chest,y_path_change,0,1,24,23,5.130942337672195e-08,5.04312707150234e-08,-41.397070238498515,-41.39744102014865,0,-1,0.0,-8.781526616985502e-10,0.0,-0.0003712073284418693
74,19017,rx_panda_base,y_path_change,0,1,25,24,5.749156439804892e-08,5.749156439804892e-08,-35.46472162869638,-35.4666213146144,0,2,0.0,0.0,0.0,0.003738793793786499
74,19017,rx_ur5_base,y_path_change,0,1,15,15,3.071748544414277e-08,3.071748544414277e-08,-58.34944081892574,-58.349443126930936,0,2,0.0,0.0,3.2971496466416284e-07,0.2488404604827963
75,19274,rx_nao_chest,y_path_change,0,1,24,24,5.130942337672195e-08,5.130942337672195e-08,-41.397069812820206,-41.397069812820206,0,1,0.0,8.781526616985502e-10,4.2567830860207323e-07,0.0003712073284418693
78,20045,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.72062342912375,-44.72189551157321,0,-1,0.0,0.0,-4.575165917231061e-07,-0.001272082449460754
79,20302,rx_nao_chest,y_path_change,0,1,23,20,5.130942337672195e-08,5.130942337672195e-08,-41.39998115086068,-41.42571902591425,0,-1,0.0,0.0,4.259637478298828e-07,-0.000543726942083822
79,20302,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.72062342912375,-44.72062342912375,0,1,0.0,0.0,0.0,0.001272082449460754
82,21073,rx_nao_chest,y_path_change,0,1,24,20,5.130942337672195e-08,5.04312707150234e-08,-41.397070238498515,-41.4231633729631,0,-1,0.0,0.0,-4.2567830860207323e-07,-0.023503812818091774
83,21330,rx_nao_chest,y_path_change,0,1,24,21,5.130942337672195e-08,5.04312707150234e-08,-41.397070238498515,-41.42261953767894,0,1,0.0,0.0,0.0,0.0005438352841622418
89,22872,rx_nao_chest,y_path_change,1,0,23,21,5.130942337672195e-08,5.043128492587812e-08,-41.40544330963414,-41.42935204569841,-1,0,0.0,1.4210854715202004e-14,-0.008373071135622467,-0.006732508019467787
9,2313,rx_cerberus_base,y_path_change,0,1,18,18,4.148822796423701e-08,4.148822796423701e-08,-44.411208955631295,-44.41120938168608,0,1,0.0,0.0,4.2605478256518836e-07,0.006881120756645487
91,23386,rx_nao_chest,y_path_change,0,1,23,22,5.130942337672195e-08,5.043128492587812e-08,-41.40544330963414,-41.40581480686065,0,1,0.0,0.0,0.0,0.023537667692039577
92,23643,rx_nao_chest,y_path_change,0,1,23,21,5.130942337672195e-08,5.04312707150234e-08,-41.40544330963414,-41.40635611515658,0,-1,0.0,-1.4210854715202004e-14,0.0,-0.0005413082959364601
96,24671,rx_nao_chest,y_path_change,0,1,23,22,5.130942337672195e-08,5.130942337672195e-08,-41.405443736133975,-41.40598457162544,0,1,0.0,0.0,0.0,0.0246842562286389
96,24671,rx_x500_body,y_path_change,0,1,23,22,5.742073128089942e-08,5.742073128089942e-08,-44.72062342912375,-44.72189551157321,0,-1,0.0,0.0,-4.575165917231061e-07,-0.0012725399660524772
97,24928,rx_nao_chest,y_path_change,0,1,23,23,5.130942337672195e-08,5.130942337672195e-08,-41.40544330963414,-41.40544330963414,0,1,0.0,0.0,4.2649983811315906e-07,0.000541261991301667
97,24928,rx_x500_body,y_path_change,0,1,23,23,5.742073128089942e-08,5.742073128089942e-08,-44.720622971607156,-44.720622971607156,0,1,0.0,0.0,4.575165917231061e-07,0.0012725399660524772
