frame_id,source_sample_index,rx_id,xml_path,tx_power_dbm,tx_x,tx_y,tx_z,rx_x,rx_y,rx_z,frequency_hz,num_paths,tau_min,tau_max,delay_spread,path_gain_sum,path_gain_db,rx_power_dbm,gain_method,gain_error,a_shape,tau_cir_shape,valid_shape,tau_shape,gain_debug,sanity_ok,error_message
30,7710,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_030_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,18,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.621421740263031e-08,-74.4112089556313,-44.411208955631295,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 18, 1]","[1, 1, 18]","[1, 1, 18]","[1, 1, 18]",,True,
30,7710,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_030_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
30,7710,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_030_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,23,6.163341392806387e-09,6.568895827285814e-08,5.952561688005176e-08,2.2439071756252815e-07,-66.48995112633139,-36.48995112633139,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
30,7710,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_030_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388590605624e-08,-74.72062388664037,-44.72062388664037,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
31,7967,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_031_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,31,5.357098764591228e-09,6.284866316264015e-08,5.749156439804892e-08,3.004476809564949e-07,-65.22231143794808,-35.22231143794808,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 31, 1]","[1, 1, 31]","[1, 1, 31]","[1, 1, 31]",,True,
31,7967,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_031_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,30,5.708055805797585e-09,6.370818539380707e-08,5.8000129588009486e-08,8.172740422196512e-07,-60.876322946695936,-30.876322946695936,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 30, 1]","[1, 1, 30]","[1, 1, 30]","[1, 1, 30]",,True,
31,7967,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_031_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,18,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.621421384991663e-08,-74.41120938168608,-44.41120938168608,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 18, 1]","[1, 1, 18]","[1, 1, 18]","[1, 1, 18]",,True,
31,7967,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_031_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
31,7967,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_031_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,23,6.163341392806387e-09,6.568895827285814e-08,5.952561688005176e-08,2.2439071756252815e-07,-66.48995112633139,-36.48995112633139,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
31,7967,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_031_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.3723893011483597e-08,-74.72062297160716,-44.720622971607156,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
32,8224,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_032_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,31,5.357098764591228e-09,6.284866316264015e-08,5.749156439804892e-08,3.0044765253478545e-07,-65.2223118487814,-35.2223118487814,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 31, 1]","[1, 1, 31]","[1, 1, 31]","[1, 1, 31]",,True,
32,8224,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_032_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,30,5.708055805797585e-09,6.370818539380707e-08,5.8000129588009486e-08,8.1726511780289e-07,-60.87637037076565,-30.87637037076565,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 30, 1]","[1, 1, 30]","[1, 1, 30]","[1, 1, 30]",,True,
32,8224,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_032_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,18,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.621421384991663e-08,-74.41120938168608,-44.41120938168608,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 18, 1]","[1, 1, 18]","[1, 1, 18]","[1, 1, 18]",,True,
32,8224,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_032_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
32,8224,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_032_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,23,6.163341392806387e-09,6.568895827285814e-08,5.952561688005176e-08,2.2439071756252815e-07,-66.48995112633139,-36.48995112633139,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
32,8224,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_032_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.3723893011483597e-08,-74.72062297160716,-44.720622971607156,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
33,8481,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_033_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,31,5.357098764591228e-09,6.284866316264015e-08,5.749156439804892e-08,3.004476809564949e-07,-65.22231143794808,-35.22231143794808,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 31, 1]","[1, 1, 31]","[1, 1, 31]","[1, 1, 31]",,True,
33,8481,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_033_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,30,5.708055805797585e-09,6.370818539380707e-08,5.8000129588009486e-08,7.911872330623737e-07,-61.017207293169655,-31.017207293169655,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 30, 1]","[1, 1, 30]","[1, 1, 30]","[1, 1, 30]",,True,
33,8481,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_033_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,18,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.621421384991663e-08,-74.41120938168608,-44.41120938168608,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 18, 1]","[1, 1, 18]","[1, 1, 18]","[1, 1, 18]",,True,
33,8481,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_033_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.24924902328894e-08,-71.3970698128202,-41.397069812820206,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
33,8481,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_033_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,23,6.163341392806387e-09,6.568895827285814e-08,5.952561688005176e-08,2.2439070335167344e-07,-66.48995140137379,-36.48995140137379,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
33,8481,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_033_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388945876992e-08,-74.72062342912375,-44.72062342912375,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
34,8737,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_034_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,31,5.357098764591228e-09,6.284866316264015e-08,5.749156439804892e-08,3.004476809564949e-07,-65.22231143794808,-35.22231143794808,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 31, 1]","[1, 1, 31]","[1, 1, 31]","[1, 1, 31]",,True,
34,8737,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_034_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,30,5.708055805797585e-09,6.370818539380707e-08,5.8000129588009486e-08,7.911119155323831e-07,-61.01762074201362,-31.01762074201362,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 30, 1]","[1, 1, 30]","[1, 1, 30]","[1, 1, 30]",,True,
34,8737,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_034_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,18,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.621421384991663e-08,-74.41120938168608,-44.41120938168608,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 18, 1]","[1, 1, 18]","[1, 1, 18]","[1, 1, 18]",,True,
34,8737,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_034_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
34,8737,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_034_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,23,6.163341392806387e-09,6.568895827285814e-08,5.952561688005176e-08,2.2439070335167344e-07,-66.48995140137379,-36.48995140137379,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
34,8737,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_034_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.3723893011483597e-08,-74.72062297160716,-44.720622971607156,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
35,8994,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_035_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,31,5.357098764591228e-09,6.284866316264015e-08,5.749156439804892e-08,3.0044765253478545e-07,-65.2223118487814,-35.2223118487814,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 31, 1]","[1, 1, 31]","[1, 1, 31]","[1, 1, 31]",,True,
35,8994,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_035_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,30,5.708055805797585e-09,6.370818539380707e-08,5.8000129588009486e-08,7.910934414212534e-07,-61.01772216000575,-31.017722160005754,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 30, 1]","[1, 1, 30]","[1, 1, 30]","[1, 1, 30]",,True,
35,8994,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_035_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,18,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.621421740263031e-08,-74.4112089556313,-44.411208955631295,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 18, 1]","[1, 1, 18]","[1, 1, 18]","[1, 1, 18]",,True,
35,8994,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_035_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
35,8994,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_035_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,23,6.163341392806387e-09,6.568895827285814e-08,5.952561688005176e-08,2.2439071756252815e-07,-66.48995112633139,-36.48995112633139,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
35,8994,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_035_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388235334256e-08,-74.72062434415706,-44.72062434415706,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
36,9251,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_036_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,31,5.357098764591228e-09,6.284866316264015e-08,5.749156439804892e-08,3.004476809564949e-07,-65.22231143794808,-35.22231143794808,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 31, 1]","[1, 1, 31]","[1, 1, 31]","[1, 1, 31]",,True,
36,9251,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_036_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,29,5.708055805797585e-09,6.370818539380707e-08,5.8000129588009486e-08,6.112435357863433e-07,-62.13785720730762,-32.13785720730762,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 29, 1]","[1, 1, 29]","[1, 1, 29]","[1, 1, 29]",,True,
36,9251,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_036_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,18,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.621421384991663e-08,-74.41120938168608,-44.41120938168608,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 18, 1]","[1, 1, 18]","[1, 1, 18]","[1, 1, 18]",,True,
36,9251,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_036_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.24924902328894e-08,-71.3970698128202,-41.397069812820206,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
36,9251,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_036_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,23,6.163341392806387e-09,6.568895827285814e-08,5.952561688005176e-08,2.2439071756252815e-07,-66.48995112633139,-36.48995112633139,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
36,9251,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_036_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388945876992e-08,-74.72062342912375,-44.72062342912375,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
37,9508,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_037_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,31,5.357098764591228e-09,6.284866316264015e-08,5.749156439804892e-08,3.004477093782043e-07,-65.22231102711478,-35.222311027114785,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 31, 1]","[1, 1, 31]","[1, 1, 31]","[1, 1, 31]",,True,
37,9508,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_037_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,29,5.708055805797585e-09,6.370818539380707e-08,5.8000129588009486e-08,6.112387040957401e-07,-62.13789153707535,-32.13789153707535,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 29, 1]","[1, 1, 29]","[1, 1, 29]","[1, 1, 29]",,True,
37,9508,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_037_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,18,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.621421384991663e-08,-74.41120938168608,-44.41120938168608,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 18, 1]","[1, 1, 18]","[1, 1, 18]","[1, 1, 18]",,True,
37,9508,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_037_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
37,9508,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_037_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,23,6.163341392806387e-09,6.568895827285814e-08,5.952561688005176e-08,2.2439071756252815e-07,-66.48995112633139,-36.48995112633139,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
37,9508,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_037_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388945876992e-08,-74.72062342912375,-44.72062342912375,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
38,9765,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_038_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,31,5.357098764591228e-09,6.284866316264015e-08,5.749156439804892e-08,3.004476809564949e-07,-65.22231143794808,-35.22231143794808,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 31, 1]","[1, 1, 31]","[1, 1, 31]","[1, 1, 31]",,True,
38,9765,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_038_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,31,5.708055805797585e-09,6.370818539380707e-08,5.8000129588009486e-08,1.01028410881554e-06,-59.95556478157959,-29.95556478157959,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 31, 1]","[1, 1, 31]","[1, 1, 31]","[1, 1, 31]",,True,
38,9765,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_038_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,18,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.621421384991663e-08,-74.41120938168608,-44.41120938168608,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 18, 1]","[1, 1, 18]","[1, 1, 18]","[1, 1, 18]",,True,
38,9765,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_038_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
38,9765,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_038_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,23,6.163341392806387e-09,6.568895827285814e-08,5.952561688005176e-08,2.2439071756252815e-07,-66.48995112633139,-36.48995112633139,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
38,9765,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_038_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388945876992e-08,-74.72062342912375,-44.72062342912375,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
39,10022,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_039_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,34,5.357098764591228e-09,6.284866316264015e-08,5.749156439804892e-08,3.007610303029651e-07,-65.2177843610161,-35.2177843610161,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 34, 1]","[1, 1, 34]","[1, 1, 34]","[1, 1, 34]",,True,
39,10022,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_rigid_200f/sionna_xml/frame_039_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,29,5.708055805797585e-09,5.930293767164585e-08,5.3594881865848265e-08,7.80667221533804e-07,-61.07534055304005,-31.07534055304005,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 29, 1]","[1, 1, 29]","[1, 1, 29]","[1, 1, 29]",,True,
