frame_id,source_sample_index,rx_id,xml_path,tx_power_dbm,tx_x,tx_y,tx_z,rx_x,rx_y,rx_z,frequency_hz,num_paths,tau_min,tau_max,delay_spread,path_gain_sum,path_gain_db,rx_power_dbm,gain_method,gain_error,a_shape,tau_cir_shape,valid_shape,tau_shape,gain_debug,sanity_ok,error_message
1,257,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_001_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,21,6.163341392806387e-09,6.431429255826515e-08,5.8150951165458764e-08,2.240194589830935e-07,-66.49714255942916,-36.497142559429165,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 21, 1]","[1, 1, 21]","[1, 1, 21]","[1, 1, 21]",,True,
1,257,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_001_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388945876992e-08,-74.72062342912375,-44.72062342912375,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
2,514,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_002_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,22,1.0643356418427175e-08,6.284866316264015e-08,5.2205306744212976e-08,1.9107144755281524e-09,-87.18804206177381,-57.188042061773814,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 22, 1]","[1, 1, 22]","[1, 1, 22]","[1, 1, 22]",,True,
2,514,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_002_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,17,5.708055805797585e-09,5.930293767164585e-08,5.3594881865848265e-08,6.882079333081492e-07,-61.62280325362148,-31.622803253621477,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 17, 1]","[1, 1, 17]","[1, 1, 17]","[1, 1, 17]",,True,
2,514,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_002_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,17,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.615688015656815e-08,-74.41809050244272,-44.41809050244272,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 17, 1]","[1, 1, 17]","[1, 1, 17]","[1, 1, 17]",,True,
2,514,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_002_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,23,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.248429767514608e-08,-71.39756064761876,-41.39756064761876,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
2,514,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_002_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,21,6.163341392806387e-09,6.431429255826515e-08,5.8150951165458764e-08,2.240194589830935e-07,-66.49714255942916,-36.497142559429165,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 21, 1]","[1, 1, 21]","[1, 1, 21]","[1, 1, 21]",,True,
2,514,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_002_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388945876992e-08,-74.72062342912375,-44.72062342912375,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
3,771,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_003_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,27,7.579527228074312e-09,6.284866316264015e-08,5.526913593456584e-08,2.3569292295633204e-08,-76.27653457641804,-46.276534576418044,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 27, 1]","[1, 1, 27]","[1, 1, 27]","[1, 1, 27]",,True,
3,771,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_003_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,19,5.708055805797585e-09,5.930293767164585e-08,5.3594881865848265e-08,6.884288836772612e-07,-61.62140916731317,-31.621409167313168,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 19, 1]","[1, 1, 19]","[1, 1, 19]","[1, 1, 19]",,True,
3,771,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_003_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,17,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.615688370928183e-08,-74.41809007571236,-44.41809007571236,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 17, 1]","[1, 1, 17]","[1, 1, 17]","[1, 1, 17]",,True,
3,771,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_003_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
3,771,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_003_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,21,6.163341392806387e-09,6.431429255826515e-08,5.8150951165458764e-08,2.2401947319394822e-07,-66.49714228393097,-36.49714228393097,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 21, 1]","[1, 1, 21]","[1, 1, 21]","[1, 1, 21]",,True,
3,771,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_003_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388945876992e-08,-74.72062342912375,-44.72062342912375,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
4,1028,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_004_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,27,7.579527228074312e-09,6.284866316264015e-08,5.526913593456584e-08,2.3569297624703722e-08,-76.27653359446846,-46.27653359446846,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 27, 1]","[1, 1, 27]","[1, 1, 27]","[1, 1, 27]",,True,
4,1028,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_004_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,19,5.708055805797585e-09,5.930293767164585e-08,5.3594881865848265e-08,6.884288836772612e-07,-61.62140916731317,-31.621409167313168,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 19, 1]","[1, 1, 19]","[1, 1, 19]","[1, 1, 19]",,True,
4,1028,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_004_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,17,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.615688015656815e-08,-74.41809050244272,-44.41809050244272,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 17, 1]","[1, 1, 17]","[1, 1, 17]","[1, 1, 17]",,True,
4,1028,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_004_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
4,1028,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_004_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,21,6.163341392806387e-09,6.431429255826515e-08,5.8150951165458764e-08,2.240194589830935e-07,-66.49714255942916,-36.497142559429165,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 21, 1]","[1, 1, 21]","[1, 1, 21]","[1, 1, 21]",,True,
4,1028,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_004_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388945876992e-08,-74.72062342912375,-44.72062342912375,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
5,1285,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_005_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,27,7.579527228074312e-09,6.284866316264015e-08,5.526913593456584e-08,2.356929940106056e-08,-76.27653326715199,-46.27653326715199,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 27, 1]","[1, 1, 27]","[1, 1, 27]","[1, 1, 27]",,True,
5,1285,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_005_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,15,2.8585452227503083e-08,5.930293767164585e-08,3.071748544414277e-08,1.4623647848210908e-09,-88.34944279721583,-58.34944279721583,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 15, 1]","[1, 1, 15]","[1, 1, 15]","[1, 1, 15]",,True,
5,1285,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_005_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,17,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.615688370928183e-08,-74.41809007571236,-44.41809007571236,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 17, 1]","[1, 1, 17]","[1, 1, 17]","[1, 1, 17]",,True,
5,1285,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_005_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.24924902328894e-08,-71.3970698128202,-41.397069812820206,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
5,1285,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_005_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,21,6.163341392806387e-09,6.431429255826515e-08,5.8150951165458764e-08,2.2401947319394822e-07,-66.49714228393097,-36.49714228393097,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 21, 1]","[1, 1, 21]","[1, 1, 21]","[1, 1, 21]",,True,
5,1285,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_005_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388590605624e-08,-74.72062388664037,-44.72062388664037,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
6,1542,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_006_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,27,7.579527228074312e-09,6.284866316264015e-08,5.526913593456584e-08,2.3569297624703722e-08,-76.27653359446846,-46.27653359446846,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 27, 1]","[1, 1, 27]","[1, 1, 27]","[1, 1, 27]",,True,
6,1542,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_006_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,15,2.8585452227503083e-08,5.930293767164585e-08,3.071748544414277e-08,1.462365339932603e-09,-88.34944114864071,-58.34944114864071,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 15, 1]","[1, 1, 15]","[1, 1, 15]","[1, 1, 15]",,True,
6,1542,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_006_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,17,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.615688015656815e-08,-74.41809050244272,-44.41809050244272,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 17, 1]","[1, 1, 17]","[1, 1, 17]","[1, 1, 17]",,True,
6,1542,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_006_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
6,1542,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_006_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,20,6.163341392806387e-09,6.431429255826515e-08,5.8150951165458764e-08,2.2396396559543064e-07,-66.49821851317411,-36.49821851317411,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 20, 1]","[1, 1, 20]","[1, 1, 20]","[1, 1, 20]",,True,
6,1542,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_006_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.3723893011483597e-08,-74.72062297160716,-44.720622971607156,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
7,1799,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_007_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,27,7.579527228074312e-09,6.284866316264015e-08,5.526913593456584e-08,2.3569297624703722e-08,-76.27653359446846,-46.27653359446846,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 27, 1]","[1, 1, 27]","[1, 1, 27]","[1, 1, 27]",,True,
7,1799,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_007_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,15,2.8585452227503083e-08,5.930293767164585e-08,3.071748544414277e-08,1.4623647848210908e-09,-88.34944279721583,-58.34944279721583,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 15, 1]","[1, 1, 15]","[1, 1, 15]","[1, 1, 15]",,True,
7,1799,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_007_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,17,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.615688015656815e-08,-74.41809050244272,-44.41809050244272,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 17, 1]","[1, 1, 17]","[1, 1, 17]","[1, 1, 17]",,True,
7,1799,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_007_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
7,1799,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_007_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,21,6.163341392806387e-09,6.431429255826515e-08,5.8150951165458764e-08,2.2401944477223878e-07,-66.49714283492739,-36.49714283492739,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 21, 1]","[1, 1, 21]","[1, 1, 21]","[1, 1, 21]",,True,
7,1799,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_007_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.3723893011483597e-08,-74.72062297160716,-44.720622971607156,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
8,2056,rx_panda_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_008_sionna.xml,30.0,0.0,0.0,2.4,0.582,0.888,1.195,28000000000.0,27,7.579527228074312e-09,6.284866316264015e-08,5.526913593456584e-08,2.3569295848346883e-08,-76.27653392178496,-46.27653392178496,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 27, 1]","[1, 1, 27]","[1, 1, 27]","[1, 1, 27]",,True,
8,2056,rx_ur5_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_008_sionna.xml,30.0,0.0,0.0,2.4,0.497,-0.841,0.995,28000000000.0,14,2.8585452227503083e-08,5.930293767164585e-08,3.071748544414277e-08,1.4086869448703965e-09,-88.51185510241467,-58.51185510241467,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 14, 1]","[1, 1, 14]","[1, 1, 14]","[1, 1, 14]",,True,
8,2056,rx_cerberus_base,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_008_sionna.xml,30.0,0.0,0.0,2.4,4.074,-1.779,0.81,28000000000.0,17,1.574846919538686e-08,5.723669715962387e-08,4.148822796423701e-08,3.615688015656815e-08,-74.41809050244272,-44.41809050244272,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 17, 1]","[1, 1, 17]","[1, 1, 17]","[1, 1, 17]",,True,
8,2056,rx_nao_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_008_sionna.xml,30.0,0.0,0.0,2.4,-0.1337,2.748,0.7,28000000000.0,24,1.0787783999433032e-08,6.209720737615498e-08,5.130942337672195e-08,7.249248312746204e-08,-71.39707023849851,-41.397070238498515,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 24, 1]","[1, 1, 24]","[1, 1, 24]","[1, 1, 24]",,True,
8,2056,rx_human_chest,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_008_sionna.xml,30.0,0.0,0.0,2.4,-1.4605,-0.8406,1.6421,28000000000.0,21,6.163341392806387e-09,6.431429255826515e-08,5.8150951165458764e-08,2.240194589830935e-07,-66.49714255942916,-36.497142559429165,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 21, 1]","[1, 1, 21]","[1, 1, 21]","[1, 1, 21]",,True,
8,2056,rx_x500_body,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/semantic_ablation_actor_200f/sionna_xml/frame_008_sionna.xml,30.0,0.0,0.0,2.4,-3.9279,3.2024,1.3944,28000000000.0,23,1.7234324189985273e-08,7.465505547088469e-08,5.742073128089942e-08,3.372388945876992e-08,-74.72062342912375,-44.72062342912375,cir_coefficients_tau_mask,,"[1, 1, 1, 1, 23, 1]","[1, 1, 23]","[1, 1, 23]","[1, 1, 23]",,True,
